"","gemeinde_nummer","gemeinde_f","total","tooltip"
"133",5704,"Begnins",30.76,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£30.76$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.72$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$tr£$td£Société Electrique Intercommunale de la Côte SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.3$/td£$td style='text-align:right@'£11.83$/td£$td style='text-align:right@'£1.72$/td£$td style='text-align:right@'£13.45$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"134",4224,"Beinwil (Freiamt)",24.85,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätsgenossenschaft Beinwil/Freiamt$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£24.85$/td£$td style='text-align:right@'£12.01$/td£$td style='text-align:right@'£0.36$/td£$td style='text-align:right@'£10.18$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"135",2612,"Beinwil (SO)",32.64,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.64$/td£$td style='text-align:right@'£15.26$/td£$td style='text-align:right@'£0.61$/td£$td style='text-align:right@'£14.47$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"136",4131,"Beinwil am See",26.68,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EWS Energie AG$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£26.68$/td£$td style='text-align:right@'£13.4$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£9.98$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"137",2175,"Belfaux",28.9,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Groupe E SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.9$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"138",2542,"Bellach",28.2,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.2$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.1$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"139",6606,"Bellevue",25.13,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Services industriels de Genève$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£25.13$/td£$td style='text-align:right@'£10.5$/td£$td style='text-align:right@'£1.41$/td£$td style='text-align:right@'£10.92$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"140",4022,"Bellikon",29.08,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Bellikon$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.08$/td£$td style='text-align:right@'£15.9$/td£$td style='text-align:right@'£0.48$/td£$td style='text-align:right@'£10.4$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"141",5002,"Bellinzone",27.04,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Azienda Multiservizi Bellinzona (AMB¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.04$/td£$td style='text-align:right@'£12.06$/td£$td style='text-align:right@'£2.23$/td£$td style='text-align:right@'£10.45$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"142",732,"Bellmund",36.55,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Einwohnergemeinde Bellmund§ Elektrizitätsversorgung$/td£$td style='background-color:#d13728@color:black@text-align:right@'£36.55$/td£$td style='text-align:right@'£18.9$/td£$td style='text-align:right@'£2$/td£$td style='text-align:right@'£13.35$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"143",6052,"Bellwald",28.96,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EnBAG Netze AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.96$/td£$td style='text-align:right@'£14.29$/td£$td style='text-align:right@'£0.56$/td£$td style='text-align:right@'£11.81$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"144",2053,"Belmont-Broye",28.9,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Groupe E SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.9$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"145",5581,"Belmont-sur-Lausanne",38.3,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Commune de Belmont§ Electricité$/td£$td style='background-color:#d13728@color:black@text-align:right@'£38.3$/td£$td style='text-align:right@'£16.7$/td£$td style='text-align:right@'£1.72$/td£$td style='text-align:right@'£17.58$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"146",5902,"Belmont-sur-Yverdon",29.66,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.66$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"147",861,"Belp",35.03,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Energie Belp AG$/td£$td style='background-color:#d13728@color:black@text-align:right@'£35.03$/td£$td style='text-align:right@'£14.45$/td£$td style='text-align:right@'£1.4$/td£$td style='text-align:right@'£16.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"148",681,"Belprahon",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"149",3312,"Benken (SG)",31.77,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Politische Gemeinde Benken SG§ Elektrizitätsversorgung$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.77$/td£$td style='text-align:right@'£15.62$/td£$td style='text-align:right@'£0.5$/td£$td style='text-align:right@'£13.35$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"150",22,"Benken (ZH)",28.15,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Politische Gemeinde Benken ZH§ Elektrizitätsversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.15$/td£$td style='text-align:right@'£15.9$/td£$td style='text-align:right@'£0.5$/td£$td style='text-align:right@'£9.45$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"151",2882,"Bennwil",31.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EBL (Genossenschaft Elektra Baselland¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.88$/td£$td style='text-align:right@'£13.05$/td£$td style='text-align:right@'£0.34$/td£$td style='text-align:right@'£16.2$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"152",5512,"Bercher",30.41,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£30.41$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.37$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"153",3211,"Berg (SG)",37.75,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektra Berg SG§ Stromversorgung$/td£$td style='background-color:#d13728@color:black@text-align:right@'£37.75$/td£$td style='text-align:right@'£20.3$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£14.15$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"154",4891,"Berg (TG)",33.12,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Technische Gemeindebetriebe Berg§ Gas-Strom-Und Wasserverteilung$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£33.12$/td£$td style='text-align:right@'£16.7$/td£$td style='text-align:right@'£0.85$/td£$td style='text-align:right@'£13.27$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"155",23,"Berg am Irchel",27.51,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerke des Kantons Zürich (EKZ¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.51$/td£$td style='text-align:right@'£15.73$/td£$td style='text-align:right@'£0.16$/td£$td style='text-align:right@'£9.31$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"156",4023,"Bergdietikon",29.93,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£AEW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.93$/td£$td style='text-align:right@'£15.09$/td£$td style='text-align:right@'£0.67$/td£$td style='text-align:right@'£11.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"157",3544,"Bergün Filisur",32.58,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerk der Gemeinde Bergün Filisur$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.58$/td£$td style='text-align:right@'£13$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£16.28$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"158",4062,"Berikon",27.87,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Berikon§ Elektrizitätsversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.87$/td£$td style='text-align:right@'£15.2$/td£$td style='text-align:right@'£0.24$/td£$td style='text-align:right@'£10.13$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"159",2932,"Beringen",32.52,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerk des Kantons Schaffhausen AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.52$/td£$td style='text-align:right@'£13.62$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£16.6$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"160",972,"Berken",27.1,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.1$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"161",4801,"Berlingen",27.76,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Politische Gemeinde Berlingen§ Elektizitätsversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.76$/td£$td style='text-align:right@'£12.47$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£12.99$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"162",351,"Berne",31.63,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Energie Wasser Bern$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.63$/td£$td style='text-align:right@'£13.7$/td£$td style='text-align:right@'£2.65$/td£$td style='text-align:right@'£12.98$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
